,goodsCode,qty,bigbox,smallbox,box,sore
110,031410102281	,25040.0,80,80.0,0,0.0
111,660010010514	,24968.0,30,30.0,5,604.0
112,660010010515	,24927.0,30,30.0,5,341.0
113,660110010082	,24870.0,80,40.0,5,316.0
114,031160104041	,24815.0,40,20.0,5,840.0
115,660200010660	,24495.0,120,60.0,0,3.0
116,031130508016	,24318.0,40,20.0,5,1613.0
117,660430020002	,24085.0,100,100.0,10,844.0
118,660010010572	,23879.0,30,30.0,5,241.0
119,660060030005	,23724.0,999,40.0,5,111.0
120,031132501024	,23655.0,40,20.0,5,1838.0
121,660250020042	,23370.0,60,60.0,15,37.0
122,020080010003	,23245.0,120,60.0,5,2597.0
123,660200010976	,23229.0,120,60.0,5,192.0
124,660110010043	,23108.0,120,60.0,5,397.0
125,660110010083	,23019.0,80,40.0,5,152.0
126,031160204003	,22936.0,80,40.0,5,881.0
127,660250010164	,22924.0,80,40.0,10,166.0
128,660010010877	,22772.0,20,20.0,5,293.0
129,660200010882	,22738.0,120,60.0,10,334.0
130,031160103183	,22706.0,40,20.0,5,1180.0
131,031440201128	,22000.0,120,60.0,0,0.0
132,020020010007	,21786.0,40,20.0,5,2098.0
133,660050010056	,21734.0,240,240.0,20,611.0
134,660240010222	,21405.0,80,40.0,5,193.0
135,660110010078	,21302.0,80,40.0,10,295.0
136,031121501022	,20778.0,100,20.0,5,5772.0
137,020050010013	,20721.0,120,60.0,5,1080.0
138,660050010058	,20671.0,240,240.0,10,928.0
139,660200010809	,20634.0,120,120.0,10,193.0
140,660220020344	,20522.0,80,80.0,10,432.0
141,031132501025	,20374.0,40,20.0,5,1345.0
142,660330020003	,20248.0,40,20.0,5,805.0
143,660050020235	,20118.0,60,60.0,10,97.0
144,660110010005	,20099.0,120,60.0,10,669.0
