,custnumber,allorder,allmount,sper,fiveorder,sixorder,sevenorder,slope,order_qu,order_log,mount_log,order_score,slope_score,mount_score,deal_score,OSMD
1,20231022,475,19549.76,0.9410526315789474,101,190,184,41.49999999999999,475,6.16541785423142,9.880769439338218,3,3,3,3,3.0
2,20235731,464,23589.98,0.9288793103448276,95,145,224,64.49999999999999,460,6.142037405587356,10.06861971456554,3,3,3,3,3.0
3,20235931,432,24609.52,0.8819444444444444,109,164,159,24.999999999999986,430,6.07073772800249,10.110929272783979,3,3,3,2,2.9000000000000004
4,20234208,390,16194.48,0.9333333333333333,39,152,199,80.0,390,5.968707559985366,9.692487469943611,3,3,3,3,3.0
5,20236787,387,14272.03,0.9302325581395349,31,148,208,88.50000000000001,385,5.961005339623274,9.566127021498225,3,3,3,3,3.0
6,20233625,384,17994.35,0.9244791666666666,85,143,156,35.50000000000001,380,5.953243334287785,9.797868670171164,3,3,3,3,3.0
7,20232018,373,21216.75,0.8257372654155496,36,152,185,74.49999999999999,370,5.924255797414532,9.962593374500939,3,3,3,2,2.9000000000000004
8,20234134,372,13854.2,0.9435483870967742,42,124,206,82.0,370,5.921578419643816,9.536415892414833,3,3,3,3,3.0
9,20235688,363,16957.61,0.9366391184573003,103,145,115,5.999999999999977,360,5.8971538676367405,9.73853094844002,3,3,3,3,3.0
10,20230264,332,16717.74,0.8795180722891566,58,129,145,43.499999999999986,330,5.808142489980444,9.724285524947398,3,3,3,2,2.9000000000000004
11,20231722,319,6755.35,0.9467084639498433,21,230,68,23.499999999999993,315,5.768320995793772,8.818238082388067,3,3,3,3,3.0
12,20230261,316,16390.52,0.9462025316455697,32,119,165,66.5,315,5.75890177387728,9.704519406913127,3,3,3,3,3.0
13,20231495,296,11723.73,0.8175675675675675,61,125,110,24.49999999999999,295,5.6937321388027,9.369455565330789,3,3,3,2,2.9000000000000004
14,20234010,294,10935.12,0.9319727891156463,66,125,103,18.499999999999993,290,5.68697535633982,9.299826351277014,3,3,3,3,3.0
15,20236067,292,13962.63,0.9178082191780822,57,122,113,27.999999999999982,290,5.680172609017068,9.544211371168068,3,3,3,3,3.0
16,20231730,292,13344.35,0.9075342465753424,80,97,115,17.499999999999975,290,5.680172609017068,9.498923288546031,3,3,3,2,2.9000000000000004
17,20235219,291,3303.29,0.9484536082474226,81,193,17,-32.00000000000002,290,5.676753802268282,8.102976903186192,3,1,3,3,2.4000000000000004
18,20234143,289,12199.33,0.9342560553633218,59,121,109,24.999999999999996,285,5.66988092298052,9.409218279535853,3,3,3,3,3.0
19,20230255,286,13651.66,0.8951048951048951,32,83,171,69.5,285,5.659482215759621,9.521689653422936,3,3,3,2,2.9000000000000004
20,20235161,280,10831.0,0.9535714285714286,62,108,110,23.99999999999999,280,5.638354669333745,9.290259995152056,3,3,3,3,3.0
21,20240020,271,13987.61,0.8634686346863468,33,95,143,55.0,270,5.605802066295998,9.54599870603998,3,3,3,2,2.9000000000000004
22,20233890,268,10614.9,0.9067164179104478,53,98,117,31.99999999999999,265,5.594711379601839,9.270108156223895,3,3,3,2,2.9000000000000004
23,20231848,267,9591.99,0.8951310861423221,61,110,96,17.499999999999986,265,5.5909869805108565,9.168787902390635,3,3,3,2,2.9000000000000004
24,20236524,262,5723.12,0.8664122137404581,36,68,158,61.000000000000014,260,5.572154032177765,8.65244410481718,3,3,3,2,2.9000000000000004
25,20232846,251,9449.0,0.9322709163346613,40,92,119,39.5,250,5.529429087511423,9.153770020487789,3,3,3,3,3.0
26,20230008,249,8609.09,0.9397590361445783,44,97,108,31.999999999999996,245,5.521460917862246,9.060690050328818,3,3,3,3,3.0
