,custnumber,allorder,allmount,sper,fiveorder,sixorder,sevenorder,slope,order_qu,order_log,mount_log,order_score,slope_score,mount_score,deal_score,OSMD
997,20233215,59,2363.04,0.847457627118644,15,27,17,0.9999999999999952,55,4.0943445622221,7.768127298856612,3,2,2,2,2.4000000000000004
998,20234754,59,3042.65,0.8135593220338984,27,26,6,-10.500000000000002,55,4.0943445622221,8.020812732081742,3,1,3,2,2.3000000000000007
999,20234849,59,2502.24,0.711864406779661,27,20,12,-7.500000000000004,55,4.0943445622221,7.825341171773181,3,1,3,1,2.2000000000000006
1000,20242328,58,2186.13,0.9655172413793104,0,7,51,25.5,55,4.07753744390572,7.69034546106836,3,3,2,3,2.8
1001,20242366,58,2956.1,0.7241379310344828,0,10,48,24.0,55,4.07753744390572,7.991964337339503,3,3,3,1,2.8000000000000003
1002,20230647,58,2616.25,0.8448275862068966,5,25,28,11.499999999999998,55,4.07753744390572,7.869879427199464,3,3,3,2,2.9000000000000004
1003,20232296,58,1691.66,0.7586206896551724,6,25,27,10.5,55,4.07753744390572,7.434056535030271,3,3,2,1,2.6
1004,20230368,58,2709.43,0.7758620689655172,18,28,12,-3.000000000000004,55,4.07753744390572,7.904862572873458,3,2,3,1,2.5000000000000004
1005,20240685,58,2269.36,0.7586206896551724,10,23,25,7.500000000000001,55,4.07753744390572,7.727693688209705,3,3,2,1,2.6
1006,20231992,58,3002.83,0.8275862068965517,14,22,22,3.9999999999999987,55,4.07753744390572,8.007643420070965,3,2,3,2,2.6000000000000005
1007,20237602,58,2243.42,0.896551724137931,9,21,28,9.5,55,4.07753744390572,7.71620241490466,3,3,2,2,2.7
1008,20235902,58,2218.36,0.7931034482758621,10,19,29,9.500000000000002,55,4.07753744390572,7.7049741450149805,3,3,2,1,2.6
1009,20232110,58,2568.17,0.6206896551724138,19,14,25,2.9999999999999942,55,4.07753744390572,7.8513381685289145,3,2,3,1,2.5000000000000004
1010,20237182,58,4355.47,0.9137931034482759,15,22,21,2.999999999999997,55,4.07753744390572,8.379417375385724,3,2,3,2,2.6000000000000005
1011,20235842,58,1826.34,0.8103448275862069,25,15,18,-3.500000000000003,55,4.07753744390572,7.5106166364915055,3,2,2,2,2.4000000000000004
1012,20235697,58,1807.44,0.8620689655172413,13,27,18,2.499999999999997,55,4.07753744390572,7.50021987417605,3,2,2,2,2.4000000000000004
1013,20230711,58,2086.57,0.6896551724137931,26,22,10,-8.000000000000002,55,4.07753744390572,7.643755989096926,3,1,2,1,2.0000000000000004
1014,20231783,58,1832.67,0.8620689655172413,17,18,23,2.999999999999998,55,4.07753744390572,7.514074702056996,3,2,2,2,2.4000000000000004
1015,20235513,58,1323.31,0.9482758620689655,16,32,10,-3.0000000000000067,55,4.07753744390572,7.188646848063511,3,2,2,3,2.5
1016,20234068,58,2381.06,0.8793103448275862,11,13,34,11.499999999999998,55,4.07753744390572,7.775720938514887,3,3,2,2,2.7
1017,20237677,58,2779.58,0.8275862068965517,22,27,9,-6.500000000000005,55,4.07753744390572,7.930414818017351,3,1,3,2,2.3000000000000007
1018,20234369,58,1970.55,0.8620689655172413,17,17,24,3.4999999999999973,55,4.07753744390572,7.586575314396036,3,2,2,2,2.4000000000000004
1019,20235046,58,2966.13,0.6896551724137931,20,20,18,-1.000000000000001,55,4.07753744390572,7.995350434632611,3,2,3,1,2.5000000000000004
1020,20240552,58,3036.33,0.8620689655172413,15,24,19,1.999999999999997,55,4.07753744390572,8.0187341190044,3,2,3,2,2.6000000000000005
1021,20236805,58,2849.72,0.8448275862068966,12,18,28,7.999999999999999,55,4.07753744390572,7.95532687293566,3,3,3,2,2.9000000000000004
1022,20236161,58,1962.59,0.8448275862068966,19,22,17,-1.000000000000002,55,4.07753744390572,7.582529709484028,3,2,2,2,2.4000000000000004
1023,20235751,58,1669.61,0.8620689655172413,18,35,5,-6.500000000000005,55,4.07753744390572,7.420944108177229,3,1,2,2,2.1000000000000005
1024,20235138,58,1809.67,0.9137931034482759,14,24,20,2.9999999999999973,55,4.07753744390572,7.501452221511291,3,2,2,2,2.4000000000000004
1025,20236985,58,3314.28,0.8103448275862069,26,10,22,-2.000000000000002,55,4.07753744390572,8.106297363608086,3,2,3,2,2.6000000000000005
1026,20234268,58,1895.1,0.9310344827586207,9,23,26,8.5,55,4.07753744390572,7.5475544240401575,3,3,2,3,2.8
1027,20232303,58,3359.83,0.8793103448275862,20,15,23,1.499999999999998,55,4.07753744390572,8.119943246261416,3,2,3,2,2.6000000000000005
1028,20235108,58,3420.09,0.9137931034482759,22,18,18,-2.000000000000003,55,4.07753744390572,8.1377144927286,3,2,3,2,2.6000000000000005
1029,20235683,58,2771.36,0.9655172413793104,16,13,29,6.5,55,4.07753744390572,7.927454222007269,3,3,3,3,3.0
1030,20232918,58,2849.7,0.8793103448275862,20,19,19,-0.5000000000000023,55,4.07753744390572,7.955319857139595,3,2,3,2,2.6000000000000005
1031,20237653,58,2373.22,0.8448275862068966,22,19,17,-2.5000000000000027,55,4.07753744390572,7.772424241474106,3,2,2,2,2.4000000000000004
1032,20231448,58,2994.7,0.896551724137931,28,10,20,-4.0000000000000036,55,4.07753744390572,8.004933206112067,3,2,3,2,2.6000000000000005
1033,20234382,58,2608.74,0.896551724137931,12,27,19,3.499999999999997,55,4.07753744390572,7.867005878496412,3,2,3,2,2.6000000000000005
1034,20230226,58,2431.58,0.8448275862068966,31,14,13,-9.000000000000007,55,4.07753744390572,7.796707701494697,3,1,3,2,2.3000000000000007
1035,20230077,58,2199.74,0.8620689655172413,21,19,18,-1.500000000000003,55,4.07753744390572,7.696548946425205,3,2,2,2,2.4000000000000004
1036,20231936,58,3037.92,0.8275862068965517,16,23,19,1.499999999999998,55,4.07753744390572,8.019257468121467,3,2,3,2,2.6000000000000005
1037,20237743,58,3590.79,0.9137931034482759,17,23,18,0.4999999999999964,55,4.07753744390572,8.186405964461377,3,2,3,2,2.6000000000000005
1038,20237843,58,2585.5,0.896551724137931,13,15,30,8.499999999999998,55,4.07753744390572,7.8580608894435695,3,3,3,2,2.9000000000000004
1039,20242106,57,3183.1,0.8245614035087719,0,25,32,16.0,55,4.060443010546419,8.06592495350626,3,3,3,2,2.9000000000000004
1040,20240503,57,1868.3,0.8771929824561403,1,27,29,13.999999999999998,55,4.060443010546419,7.533319308218286,3,3,2,2,2.7
1041,20240183,57,3240.38,0.6666666666666666,4,22,31,13.5,55,4.060443010546419,8.083754444031602,3,3,3,1,2.8000000000000003
1042,20236103,57,2162.69,0.7894736842105263,25,20,12,-6.500000000000004,55,4.060443010546419,7.679570376469897,3,1,2,1,2.0000000000000004
1043,20236972,57,2771.09,0.9473684210526315,13,25,19,2.9999999999999964,55,4.060443010546419,7.927356827315203,3,2,3,3,2.7
1044,20233632,57,2328.95,0.8421052631578947,19,17,21,0.999999999999999,55,4.060443010546419,7.753602087102026,3,2,2,2,2.4000000000000004
1045,20230517,57,2719.2,0.8421052631578947,13,16,28,7.499999999999998,55,4.060443010546419,7.908460685998653,3,3,3,2,2.9000000000000004
1046,20230096,57,3339.83,0.8596491228070176,17,14,26,4.4999999999999964,55,4.060443010546419,8.113974558093004,3,2,3,2,2.6000000000000005
1047,20236572,57,2120.28,0.8596491228070176,26,17,14,-6.000000000000004,55,4.060443010546419,7.659774959053027,3,1,2,2,2.1000000000000005
1048,20232232,57,3089.28,0.8070175438596491,31,12,14,-8.5,55,4.060443010546419,8.036016980673242,3,1,3,1,2.2000000000000006
1049,20236307,57,1743.81,0.8947368421052632,14,18,25,5.499999999999998,55,4.060443010546419,7.464400946186905,3,3,2,2,2.7
1050,20230277,57,1961.54,0.8596491228070176,14,23,20,2.9999999999999982,55,4.060443010546419,7.581994831614455,3,2,2,2,2.4000000000000004
1051,20234943,57,3135.48,0.8245614035087719,19,22,16,-1.5000000000000018,55,4.060443010546419,8.050856430982114,3,2,3,2,2.6000000000000005
1052,20236806,57,3228.51,0.8771929824561403,16,19,22,2.9999999999999982,55,4.060443010546419,8.080085701922293,3,2,3,2,2.6000000000000005
1053,20236566,57,2819.41,0.8070175438596491,20,17,20,-2.2309802478491007e-15,55,4.060443010546419,7.944637543434969,3,2,3,1,2.5000000000000004
1054,20232198,57,2171.06,0.7368421052631579,18,23,16,-1.0000000000000029,55,4.060443010546419,7.683431304981674,3,2,2,1,2.3000000000000003
1055,20236497,57,2004.78,0.7192982456140351,12,29,16,1.9999999999999962,55,4.060443010546419,7.60378829152054,3,2,2,1,2.3000000000000003
1056,20235278,57,2705.72,0.6491228070175439,15,24,18,1.4999999999999976,55,4.060443010546419,7.903492848726982,3,2,3,1,2.5000000000000004
1057,20236194,57,2871.36,0.9649122807017544,19,20,18,-0.5000000000000031,55,4.060443010546419,7.962889270502102,3,2,3,3,2.7
1058,20230131,57,1870.92,0.7368421052631579,22,12,23,0.49999999999999883,55,4.060443010546419,7.534719921081634,3,2,2,1,2.3000000000000003
1059,20230842,57,2860.86,0.7894736842105263,13,22,22,4.4999999999999964,55,4.060443010546419,7.959227042078559,3,2,3,1,2.5000000000000004
1060,20237679,57,1985.47,0.8947368421052632,14,26,17,1.4999999999999967,55,4.060443010546419,7.594114473202536,3,2,2,2,2.4000000000000004
1061,20230309,57,3477.41,0.9649122807017544,16,22,19,1.4999999999999976,55,4.060443010546419,8.154330571807762,3,2,3,3,2.7
1062,20231970,57,2674.07,0.7543859649122807,11,18,28,8.499999999999998,55,4.060443010546419,7.891730827212024,3,3,3,1,2.8000000000000003
1063,20235036,57,2683.82,0.8421052631578947,16,20,21,2.4999999999999987,55,4.060443010546419,7.895368965589599,3,2,3,2,2.6000000000000005
1064,20231122,57,2131.22,0.8771929824561403,13,13,31,9.0,55,4.060443010546419,7.664918969455499,3,3,2,2,2.7
1065,20232707,57,2523.65,0.8245614035087719,17,27,13,-2.0000000000000027,55,4.060443010546419,7.833857718240285,3,2,3,2,2.6000000000000005
1066,20236126,57,2554.31,0.9122807017543859,14,17,26,5.999999999999999,55,4.060443010546419,7.845928826001899,3,3,3,2,2.9000000000000004
1067,20231567,57,2461.49,0.9473684210526315,27,19,11,-8.000000000000007,55,4.060443010546419,7.8089283121242925,3,1,3,3,2.4000000000000004
1068,20236008,57,1990.14,0.9122807017543859,17,17,23,2.9999999999999982,55,4.060443010546419,7.59646261801602,3,2,2,2,2.4000000000000004
1069,20231939,57,2589.23,0.8771929824561403,25,20,12,-6.500000000000004,55,4.060443010546419,7.859501953839626,3,1,3,2,2.3000000000000007
1070,20231189,57,2603.93,0.8771929824561403,20,22,15,-2.5000000000000018,55,4.060443010546419,7.865161082425273,3,2,3,2,2.6000000000000005
1071,20234677,57,2363.54,0.8421052631578947,28,18,11,-8.500000000000002,55,4.060443010546419,7.768338778836591,3,1,2,2,2.1000000000000005
1072,20241056,56,2429.93,0.75,0,17,39,19.499999999999996,55,4.04305126783455,7.79602917916687,3,3,3,1,2.8000000000000003
1073,20232393,56,3750.47,0.6607142857142857,0,27,29,14.5,55,4.04305126783455,8.229903042152529,3,3,3,1,2.8000000000000003
1074,20241262,56,1798.66,0.8928571428571429,1,20,35,17.0,55,4.04305126783455,7.495353037153614,3,3,2,2,2.7
1075,20241777,56,2224.17,0.875,1,34,21,10.0,55,4.04305126783455,7.7075885961760475,3,3,2,2,2.7
1076,20241782,56,2155.7,0.9464285714285714,2,32,22,10.0,55,4.04305126783455,7.676334554657935,3,3,2,3,2.8
1077,20241472,56,2777.58,0.8928571428571429,2,16,38,18.000000000000004,55,4.04305126783455,7.9296952848194255,3,3,3,2,2.9000000000000004
1078,20241227,56,3260.74,0.8392857142857143,6,23,27,10.5,55,4.04305126783455,8.090016074302268,3,3,3,2,2.9000000000000004
1079,20231852,56,3501.8,0.8214285714285714,1,21,34,16.500000000000004,55,4.04305126783455,8.161317927648069,3,3,3,2,2.9000000000000004
1080,20241660,56,1943.95,0.9107142857142857,1,19,36,17.5,55,4.04305126783455,7.572991548781244,3,3,2,2,2.7
1081,20233901,56,1932.43,0.7678571428571429,6,15,35,14.500000000000004,55,4.04305126783455,7.567050906616442,3,3,2,1,2.6
1082,20230193,56,2827.08,0.9464285714285714,14,14,28,6.999999999999999,55,4.04305126783455,7.94735331515949,3,3,3,3,3.0
1083,20235137,56,2122.03,0.9107142857142857,15,21,20,2.4999999999999973,55,4.04305126783455,7.660599592550189,3,2,2,2,2.4000000000000004
1084,20234222,56,1369.12,0.9642857142857143,11,20,25,6.999999999999999,55,4.04305126783455,7.222653606227158,3,3,2,3,2.8
1085,20232450,56,2596.88,0.875,8,21,27,9.5,55,4.04305126783455,7.86245100678734,3,3,3,2,2.9000000000000004
1086,20231086,56,2513.22,0.7678571428571429,22,18,16,-3.0000000000000027,55,4.04305126783455,7.829717895265733,3,2,3,1,2.5000000000000004
1087,20235657,56,1425.39,0.8928571428571429,5,9,42,18.5,55,4.04305126783455,7.2629020558681585,3,3,2,2,2.7
1088,20230767,56,2751.5,0.8035714285714286,20,23,13,-3.5000000000000044,55,4.04305126783455,7.920264868596835,3,2,3,1,2.5000000000000004
1089,20236478,56,3185.55,0.7857142857142857,26,22,8,-9.000000000000005,55,4.04305126783455,8.066694105828482,3,1,3,1,2.2000000000000006
1090,20230661,56,2166.65,0.875,18,22,16,-1.0000000000000029,55,4.04305126783455,7.681398910412449,3,2,2,2,2.4000000000000004
1091,20234375,56,1634.75,0.9464285714285714,16,25,15,-0.5000000000000023,55,4.04305126783455,7.3998566937498484,3,2,2,3,2.5
1092,20237524,56,3646.52,0.8214285714285714,13,22,21,3.999999999999996,55,4.04305126783455,8.201802763589585,3,2,3,2,2.6000000000000005
1093,20232093,56,2994.96,0.6785714285714286,22,15,19,-1.4999999999999998,55,4.04305126783455,8.005019993413136,3,2,3,1,2.5000000000000004
1094,20235723,56,2493.69,0.7857142857142857,5,24,27,11.0,55,4.04305126783455,7.8219197519691415,3,3,3,1,2.8000000000000003
1095,20236254,56,2386.85,0.8928571428571429,19,11,26,3.4999999999999942,55,4.04305126783455,7.778148658469255,3,2,3,2,2.6000000000000005
1096,20234107,56,3236.05,0.9285714285714286,9,22,25,8.0,55,4.04305126783455,8.08241770020794,3,3,3,3,3.0
1097,20237577,56,2629.95,0.8214285714285714,22,16,18,-2.0000000000000053,55,4.04305126783455,7.875100276678791,3,2,3,2,2.6000000000000005
1098,20236834,56,2490.43,0.8035714285714286,20,20,16,-2.000000000000004,55,4.04305126783455,7.820612121801989,3,2,3,1,2.5000000000000004
1099,20237489,56,3257.04,0.8928571428571429,16,16,24,3.9999999999999973,55,4.04305126783455,8.088881066557464,3,2,3,2,2.6000000000000005
1100,20232182,56,3206.8,0.7678571428571429,24,23,9,-7.5000000000000036,55,4.04305126783455,8.073340622903277,3,1,3,1,2.2000000000000006
1101,20232122,56,2914.16,0.8035714285714286,23,7,26,1.4999999999999958,55,4.04305126783455,7.977679985785993,3,2,3,1,2.5000000000000004
1102,20234715,56,2008.34,0.8928571428571429,13,23,20,3.4999999999999973,55,4.04305126783455,7.605561588922805,3,2,2,2,2.4000000000000004
1103,20231124,56,2642.82,0.6964285714285714,19,19,18,-0.5000000000000036,55,4.04305126783455,7.879980119985436,3,2,3,1,2.5000000000000004
1104,20237056,56,2445.65,0.8214285714285714,14,20,22,3.9999999999999973,55,4.04305126783455,7.802475020928149,3,2,3,2,2.6000000000000005
1105,20233840,56,2720.72,0.875,25,15,16,-4.5000000000000036,55,4.04305126783455,7.9090193123803445,3,2,3,2,2.6000000000000005
1106,20234474,56,2496.73,0.8571428571428571,23,14,19,-2.0000000000000084,55,4.04305126783455,7.823137598374585,3,2,3,2,2.6000000000000005
1107,20237413,56,3209.46,0.6964285714285714,19,11,26,3.4999999999999942,55,4.04305126783455,8.07416950803797,3,2,3,1,2.5000000000000004
1108,20231109,56,2533.39,0.8214285714285714,16,15,25,4.5,55,4.04305126783455,7.837708255905252,3,2,3,2,2.6000000000000005
1109,20241878,55,3663.34,0.7818181818181819,0,21,34,16.999999999999996,55,4.02535169073515,8.20640351624868,3,3,3,1,2.8000000000000003
1110,20231042,55,2163.99,0.8363636363636363,19,16,20,0.499999999999996,55,4.02535169073515,7.680171021488278,3,2,2,2,2.4000000000000004
1111,20235903,55,2481.3,0.8727272727272727,12,16,27,7.499999999999998,55,4.02535169073515,7.816940828726245,3,3,3,2,2.9000000000000004
1112,20231392,55,2234.86,0.7454545454545455,8,15,32,11.999999999999998,55,4.02535169073515,7.712381220507991,3,3,2,1,2.6
1113,20236740,55,3097.05,0.8545454545454545,19,18,18,-0.5000000000000052,55,4.02535169073515,8.038528160291378,3,2,3,2,2.6000000000000005
1114,20231389,55,2523.9,0.8,16,17,22,2.999999999999997,55,4.02535169073515,7.833956736964806,3,2,3,1,2.5000000000000004
1115,20230366,55,2260.51,0.9636363636363636,12,20,23,5.5,55,4.02535169073515,7.72378801075203,3,3,2,3,2.8
1116,20240026,55,2958.91,0.6545454545454545,17,22,16,-0.5000000000000012,55,4.02535169073515,7.992914141450447,3,2,3,1,2.5000000000000004
1117,20231898,55,3083.74,0.8545454545454545,9,16,30,10.5,55,4.02535169073515,8.0342226540196,3,3,3,2,2.9000000000000004
1118,20235676,55,2310.42,0.9454545454545454,18,18,19,0.499999999999996,55,4.02535169073515,7.745617333268465,3,2,2,3,2.5
1119,20230169,55,2112.07,0.8181818181818182,18,23,14,-2.0000000000000013,55,4.02535169073515,7.655897145320996,3,2,2,2,2.4000000000000004
1120,20230344,55,3079.15,0.7636363636363637,11,24,20,4.499999999999998,55,4.02535169073515,8.032733576080451,3,2,3,1,2.5000000000000004
1121,20232364,55,1794.19,0.8909090909090909,14,17,24,4.999999999999998,55,4.02535169073515,7.49286614490288,3,2,2,2,2.4000000000000004
1122,20232238,55,2556.98,0.9272727272727272,20,18,17,-1.5000000000000038,55,4.02535169073515,7.846973163499935,3,2,3,3,2.7
1123,20235477,55,1943.67,0.9090909090909091,22,22,11,-5.500000000000002,55,4.02535169073515,7.572847575847907,3,1,2,2,2.1000000000000005
1124,20235220,55,2048.82,0.8,18,16,21,1.499999999999997,55,4.02535169073515,7.6255072633993315,3,2,2,1,2.3000000000000003
1125,20236508,55,2683.08,0.7818181818181819,12,23,20,3.999999999999997,55,4.02535169073515,7.895093303906689,3,2,3,1,2.5000000000000004
1126,20230420,55,2062.04,0.9272727272727272,23,19,13,-5.000000000000003,55,4.02535169073515,7.6319359021222555,3,1,2,3,2.2
1127,20234676,55,3598.73,0.9272727272727272,17,18,20,1.4999999999999967,55,4.02535169073515,8.188614121631561,3,2,3,3,2.7
1128,20237512,55,2708.04,0.8,19,19,17,-1.0000000000000036,55,4.02535169073515,7.904349607572246,3,2,3,1,2.5000000000000004
1129,20230241,55,2158.6,0.8545454545454545,10,16,29,9.500000000000002,55,4.02535169073515,7.677678298344132,3,3,2,2,2.7
1130,20237172,55,2609.01,0.8,16,9,30,6.999999999999999,55,4.02535169073515,7.867109331727024,3,3,3,1,2.8000000000000003
1131,20234503,55,1770.06,0.8727272727272727,7,23,25,9.0,55,4.02535169073515,7.479333516373262,3,3,2,2,2.7
1132,20237414,55,2743.06,0.9636363636363636,19,16,20,0.499999999999996,55,4.02535169073515,7.917193854495934,3,2,3,3,2.7
1133,20232022,55,2750.23,0.8181818181818182,17,7,31,6.999999999999998,55,4.02535169073515,7.919803363391259,3,3,3,2,2.9000000000000004
1134,20230407,55,2359.63,0.7818181818181819,21,22,12,-4.500000000000002,55,4.02535169073515,7.766683811547613,3,2,2,1,2.3000000000000003
1135,20232248,55,2534.27,0.7818181818181819,15,17,23,3.9999999999999982,55,4.02535169073515,7.838055419229356,3,2,3,1,2.5000000000000004
1136,20237451,55,2993.73,0.6363636363636364,11,19,25,6.999999999999999,55,4.02535169073515,8.004609356235354,3,3,3,1,2.8000000000000003
1137,20237806,55,2405.57,0.8363636363636363,26,14,15,-5.500000000000005,55,4.02535169073515,7.785957776207092,3,1,3,2,2.3000000000000007
1138,20242432,54,2093.52,0.8888888888888888,0,3,51,25.5,50,4.007333185232471,7.647079689159834,3,3,2,2,2.7
1139,20241927,54,2835.52,0.6666666666666666,0,16,38,19.0,50,4.007333185232471,7.950333227684828,3,3,3,1,2.8000000000000003
1140,20241240,54,2123.0,0.9444444444444444,2,24,28,13.000000000000002,50,4.007333185232471,7.66105638236183,3,3,2,3,2.8
1141,20241553,54,1925.12,0.8518518518518519,5,25,24,9.500000000000002,50,4.007333185232471,7.563262895713127,3,3,2,2,2.7
1142,20240444,54,2374.64,0.8148148148148148,11,21,22,5.499999999999998,50,4.007333185232471,7.77302215385144,3,3,2,2,2.7
1143,20235450,54,1994.54,0.8703703703703703,14,15,25,5.499999999999999,50,4.007333185232471,7.598669969389366,3,3,2,2,2.7
1144,20237676,54,1528.03,0.8703703703703703,19,21,14,-2.500000000000003,50,4.007333185232471,7.332388826403682,3,2,2,2,2.4000000000000004
1145,20232483,54,2909.61,0.9814814814814815,10,20,24,6.999999999999999,50,4.007333185232471,7.976117960191045,3,3,3,3,3.0
1146,20235445,54,1951.58,0.8703703703703703,8,22,24,7.999999999999998,50,4.007333185232471,7.576906853985862,3,3,2,2,2.7
1147,20231877,54,4190.76,0.8518518518518519,14,9,31,8.499999999999998,50,4.007333185232471,8.340875972453528,3,3,3,2,2.9000000000000004
1148,20236778,54,2570.29,0.7037037037037037,20,13,21,0.5000000000000002,50,4.007333185232471,7.852162997482041,3,2,3,1,2.5000000000000004
1149,20236003,54,2749.55,0.9259259259259259,21,20,13,-4.000000000000002,50,4.007333185232471,7.9195561706632835,3,2,3,3,2.7
1150,20234951,54,2478.24,0.9074074074074074,21,17,16,-2.5000000000000053,50,4.007333185232471,7.815707340580234,3,2,3,2,2.6000000000000005
1151,20230991,54,2900.27,0.7037037037037037,21,26,7,-7.0000000000000036,50,4.007333185232471,7.972903851145239,3,1,3,1,2.2000000000000006
1152,20231190,54,2414.63,0.8518518518518519,15,14,25,4.9999999999999964,50,4.007333185232471,7.789715401631342,3,2,3,2,2.6000000000000005
1153,20231624,54,1774.58,0.8703703703703703,19,17,18,-0.5000000000000034,50,4.007333185232471,7.48188240909829,3,2,2,2,2.4000000000000004
1154,20237404,54,2751.31,0.7962962962962963,20,11,23,1.4999999999999964,50,4.007333185232471,7.920195838058061,3,2,3,1,2.5000000000000004
1155,20230819,54,2662.5,0.9074074074074074,16,19,19,1.499999999999999,50,4.007333185232471,7.887396326357054,3,2,3,2,2.6000000000000005
1156,20235730,54,1666.27,0.7962962962962963,23,22,9,-7.0,50,4.007333185232471,7.418942837241936,3,1,2,1,2.0000000000000004
1157,20231554,54,2561.27,0.8888888888888888,18,24,12,-3.000000000000003,50,4.007333185232471,7.848648863320783,3,2,3,2,2.6000000000000005
1158,20230360,54,1889.06,0.9814814814814815,15,17,22,3.4999999999999973,50,4.007333185232471,7.544363853581539,3,2,2,3,2.5
1159,20232079,54,2346.12,0.8518518518518519,17,12,25,4.0,50,4.007333185232471,7.760944323644956,3,2,2,2,2.4000000000000004
1160,20236932,54,2763.66,0.8333333333333334,20,21,13,-3.5000000000000058,50,4.007333185232471,7.924672940753588,3,2,3,2,2.6000000000000005
1161,20234703,54,2107.14,0.8333333333333334,15,20,19,1.999999999999998,50,4.007333185232471,7.653561321118202,3,2,2,2,2.4000000000000004
1162,20234358,54,1218.29,0.8518518518518519,21,27,6,-7.500000000000005,50,4.007333185232471,7.1060240011055384,3,1,2,2,2.1000000000000005
1163,20230545,54,2251.1,0.6851851851851852,20,18,16,-2.000000000000003,50,4.007333185232471,7.719618393247067,3,2,2,1,2.3000000000000003
1164,20236746,54,2457.36,0.8333333333333334,17,25,12,-2.5000000000000036,50,4.007333185232471,7.807249739938705,3,2,3,2,2.6000000000000005
1165,20236305,54,2252.17,0.9259259259259259,12,20,22,4.9999999999999964,50,4.007333185232471,7.72009339253462,3,2,2,3,2.5
1166,20231569,54,2530.54,0.7037037037037037,15,17,22,3.4999999999999973,50,4.007333185232471,7.836583092193683,3,2,3,1,2.5000000000000004
1167,20235288,54,3243.41,0.8703703703703703,21,21,12,-4.500000000000003,50,4.007333185232471,8.084688794425443,3,2,3,2,2.6000000000000005
1168,20232631,54,2587.61,0.8518518518518519,22,11,21,-0.500000000000002,50,4.007333185232471,7.858876331092895,3,2,3,2,2.6000000000000005
1169,20232059,54,3147.71,0.8703703703703703,16,19,19,1.499999999999999,50,4.007333185232471,8.054748124132379,3,2,3,2,2.6000000000000005
1170,20231097,54,2369.22,0.8148148148148148,16,23,15,-0.5000000000000029,50,4.007333185232471,7.770738056825237,3,2,2,2,2.4000000000000004
1171,20234007,54,1840.39,0.8703703703703703,26,19,9,-8.500000000000002,50,4.007333185232471,7.518276000188408,3,1,2,2,2.1000000000000005
1172,20237186,54,2847.4,0.8703703703703703,11,14,29,9.0,50,4.007333185232471,7.954512712107969,3,3,3,2,2.9000000000000004
1173,20235806,54,2676.99,0.7592592592592593,18,14,22,1.999999999999997,50,4.007333185232471,7.892821792114198,3,2,3,1,2.5000000000000004
1174,20232150,54,3099.26,0.7407407407407407,21,14,19,-1.0000000000000022,50,4.007333185232471,8.039241257924006,3,2,3,1,2.5000000000000004
1175,20233626,54,2612.44,0.7592592592592593,18,15,21,1.4999999999999964,50,4.007333185232471,7.868422640169911,3,2,3,1,2.5000000000000004
1176,20232403,54,2233.79,0.9629629629629629,20,12,22,0.9999999999999981,50,4.007333185232471,7.711902542901633,3,2,2,3,2.5
1177,20230180,53,2218.17,0.9433962264150944,0,18,35,17.5,50,3.9889840465642745,7.7048885310841895,2,3,2,3,2.4000000000000004
1178,20241933,53,2427.66,0.8867924528301887,0,24,29,14.500000000000002,50,3.9889840465642745,7.795094943906239,2,3,3,2,2.5
1179,20241408,53,2058.03,0.9245283018867925,3,28,22,9.5,50,3.9889840465642745,7.629990277101345,2,3,2,3,2.4000000000000004
1180,20241652,53,2109.71,0.9433962264150944,1,20,32,15.500000000000002,50,3.9889840465642745,7.654779662760071,2,3,2,3,2.4000000000000004
1181,20240643,53,1358.49,0.8301886792452831,3,46,4,0.49999999999999944,50,3.9889840465642745,7.214864908400014,2,2,2,2,1.9999999999999998
1182,20240808,53,2333.23,0.6792452830188679,2,19,32,15.000000000000002,50,3.9889840465642745,7.755437351264782,2,3,2,1,2.2
1183,20240042,53,2900.16,0.8490566037735849,4,19,30,13.0,50,3.9889840465642745,7.972865935995892,2,3,3,2,2.5
1184,20240520,53,1972.04,0.7924528301886793,4,21,28,12.0,50,3.9889840465642745,7.587330779511988,2,3,2,1,2.2
1185,20236107,53,2098.83,0.8867924528301887,10,23,20,4.999999999999998,50,3.9889840465642745,7.649611668053741,2,2,2,2,1.9999999999999998
1186,20230637,53,3086.61,0.8301886792452831,9,28,16,3.4999999999999982,50,3.9889840465642745,8.035152607831952,2,2,3,2,2.2
1187,20232415,53,2406.24,0.8113207547169812,18,25,10,-4.0000000000000036,50,3.9889840465642745,7.786236141993996,2,2,3,2,2.2
1188,20231436,53,3196.74,0.8301886792452831,19,7,27,3.9999999999999973,50,3.9889840465642745,8.0701995892758,2,2,3,2,2.2
1189,20231910,53,2086.31,0.8490566037735849,13,14,26,6.499999999999998,50,3.9889840465642745,7.643631434618553,2,3,2,2,2.3000000000000003
1190,20234163,53,3007.46,0.8113207547169812,12,16,25,6.499999999999999,50,3.9889840465642745,8.009183598909727,2,3,3,2,2.5
1191,20237717,53,1327.65,0.9056603773584906,12,26,15,1.4999999999999984,50,3.9889840465642745,7.191918668122292,2,2,2,2,1.9999999999999998
1192,20235489,53,2191.43,0.9811320754716981,14,14,25,5.499999999999998,50,3.9889840465642745,7.692765796712714,2,3,2,3,2.4000000000000004
1193,20236104,53,1835.4,0.8679245283018868,5,21,27,11.0,50,3.9889840465642745,7.515562412375067,2,3,2,2,2.3000000000000003
