,custnumber,allorder,allmount,sper,fiveorder,sixorder,sevenorder,slope,order_qu,order_log,mount_log,order_minmax,order_cluster
2105,20230398,36,1381.12,0.8611111111111112,12,12,12,-2.131884849999294e-15,35,3.6109179126442243,7.231373831238224,0.5093451027796517,2
2106,20236770,36,1864.14,0.7222222222222222,7,14,15,3.999999999999999,35,3.6109179126442243,7.531091396284657,0.5093451027796517,2
2107,20242249,35,1616.0,0.9714285714285714,0,6,29,14.5,35,3.58351893845611,7.388327859577107,0.5045621590169891,2
2108,20241959,35,1688.2,0.8857142857142857,0,10,25,12.500000000000002,35,3.58351893845611,7.432010323059789,0.5045621590169891,2
2109,20240928,35,1955.3,0.7714285714285715,0,14,21,10.5,35,3.58351893845611,7.578810213067266,0.5045621590169891,2
2110,20242282,35,2271.9,0.7714285714285715,0,10,25,12.500000000000002,35,3.58351893845611,7.728811828164114,0.5045621590169891,2
2111,20241876,35,1708.98,0.8571428571428571,0,8,27,13.500000000000004,35,3.58351893845611,7.444236953521875,0.5045621590169891,2
2112,20241394,35,1253.63,0.9142857142857143,0,9,26,13.000000000000004,35,3.58351893845611,7.134595987380582,0.5045621590169891,2
2113,20240569,35,1140.92,0.8571428571428571,2,16,17,7.5,35,3.58351893845611,7.040466335222757,0.5045621590169891,2
2114,20241211,35,2052.35,0.7428571428571429,2,8,25,11.500000000000002,35,3.58351893845611,7.627227884709631,0.5045621590169891,2
2115,20240912,35,1924.38,0.8,5,18,12,3.5,35,3.58351893845611,7.562878629837958,0.5045621590169891,2
2116,20230152,35,1650.68,0.6285714285714286,1,15,19,9.0,35,3.58351893845611,7.40954823071728,0.5045621590169891,2
2117,20240370,35,1280.85,0.8571428571428571,3,20,12,4.500000000000001,35,3.58351893845611,7.156059625954846,0.5045621590169891,2
2118,20240441,35,840.48,0.8857142857142857,2,16,17,7.5,35,3.58351893845611,6.735162246265829,0.5045621590169891,2
2119,20241599,35,1198.84,0.8285714285714286,5,11,19,7.000000000000001,35,3.58351893845611,7.089943493553079,0.5045621590169891,2
2120,20241679,35,996.84,0.8571428571428571,11,13,11,-1.7556159318447501e-15,35,3.58351893845611,6.905592942817454,0.5045621590169891,2
2121,20232539,35,1066.03,0.9142857142857143,2,9,24,11.0,35,3.58351893845611,6.972634367120183,0.5045621590169891,2
2122,20230677,35,1308.38,0.8857142857142857,8,12,15,3.5,35,3.58351893845611,7.177309021718964,0.5045621590169891,2
2123,20230571,35,1637.95,0.6,3,10,22,9.5,35,3.58351893845611,7.401811071872155,0.5045621590169891,2
2124,20237785,35,1353.47,0.8571428571428571,6,14,15,4.5,35,3.58351893845611,7.211165512885629,0.5045621590169891,2
2125,20237490,35,1565.5,0.9428571428571428,6,11,18,5.999999999999998,35,3.58351893845611,7.356599110392247,0.5045621590169891,2
2126,20236045,35,1611.63,0.8857142857142857,10,15,10,-2.091315820184876e-15,35,3.58351893845611,7.385621665575337,0.5045621590169891,2
2127,20234146,35,1909.07,0.9428571428571428,7,12,16,4.499999999999998,35,3.58351893845611,7.554895169583769,0.5045621590169891,2
2128,20235699,35,2543.08,0.6571428571428571,6,11,18,5.999999999999998,35,3.58351893845611,7.841524370506461,0.5045621590169891,2
2129,20230820,35,1420.04,0.7714285714285715,7,14,14,3.5,35,3.58351893845611,7.2591442768916306,0.5045621590169891,2
2130,20235360,35,1782.19,0.7714285714285715,15,13,7,-4.000000000000003,35,3.58351893845611,7.486159174160018,0.5045621590169891,2
2131,20237254,35,842.61,0.8,4,15,16,6.0,35,3.58351893845611,6.737690302493585,0.5045621590169891,2
2132,20236794,35,1720.15,0.6857142857142857,8,15,12,1.9999999999999998,35,3.58351893845611,7.4507479510421515,0.5045621590169891,2
2133,20235994,35,1342.1,0.8571428571428571,8,18,9,0.49999999999999767,35,3.58351893845611,7.202735653915029,0.5045621590169891,2
2134,20231158,35,1099.18,0.9142857142857143,8,15,12,1.9999999999999998,35,3.58351893845611,7.003229081763129,0.5045621590169891,2
2135,20236475,35,1264.31,0.9428571428571428,8,18,9,0.49999999999999767,35,3.58351893845611,7.1430724304280355,0.5045621590169891,2
2136,20235006,35,1254.28,0.7428571428571429,14,9,12,-1.0000000000000009,35,3.58351893845611,7.135113934250813,0.5045621590169891,2
2137,20236417,35,1396.66,0.8857142857142857,18,13,4,-7.000000000000002,35,3.58351893845611,7.2425546886367576,0.5045621590169891,2
2138,20234201,35,834.68,0.9428571428571428,3,14,18,7.5,35,3.58351893845611,6.728245764687989,0.5045621590169891,2
2139,20236514,35,1352.02,0.8,7,11,17,4.999999999999999,35,3.58351893845611,7.210094410027537,0.5045621590169891,2
2140,20232047,35,1828.18,0.8,5,11,19,7.000000000000001,35,3.58351893845611,7.5116230579826,0.5045621590169891,2
2141,20230497,35,1693.66,0.8857142857142857,6,16,13,3.5,35,3.58351893845611,7.43523740972319,0.5045621590169891,2
2142,20237649,35,2067.06,0.8857142857142857,14,10,11,-1.5000000000000033,35,3.58351893845611,7.634366248747087,0.5045621590169891,2
2143,20237422,35,953.5,0.9428571428571428,4,15,16,6.0,35,3.58351893845611,6.8611876431658025,0.5045621590169891,2
2144,20234816,35,1685.01,0.9714285714285714,8,15,12,1.9999999999999998,35,3.58351893845611,7.430120069742313,0.5045621590169891,2
2145,20230187,35,1780.33,0.9428571428571428,16,12,7,-4.500000000000003,35,3.58351893845611,7.485115555289136,0.5045621590169891,2
2146,20232258,35,1970.22,0.8857142857142857,20,15,0,-10.000000000000007,35,3.58351893845611,7.586407919391625,0.5045621590169891,2
2147,20232106,35,1853.8,0.9428571428571428,8,11,16,4.0,35,3.58351893845611,7.525532152517306,0.5045621590169891,2
2148,20236776,35,2217.28,0.9142857142857143,9,11,15,2.9999999999999996,35,3.58351893845611,7.704487399798459,0.5045621590169891,2
2149,20236300,35,1616.4,0.8571428571428571,16,9,10,-3.0000000000000044,35,3.58351893845611,7.388575200661722,0.5045621590169891,2
2150,20235787,35,1544.16,0.8857142857142857,10,12,13,1.5,35,3.58351893845611,7.342882743840443,0.5045621590169891,2
2151,20235235,35,1496.67,0.8,13,12,10,-1.5000000000000038,35,3.58351893845611,7.311665846083971,0.5045621590169891,2
2152,20237068,35,1628.95,0.8,13,10,12,-0.5000000000000004,35,3.58351893845611,7.3963046184837,0.5045621590169891,2
2153,20240031,35,1573.7,0.8857142857142857,8,8,19,5.499999999999999,35,3.58351893845611,7.361820056926364,0.5045621590169891,2
2154,20237765,35,1440.17,0.5428571428571428,9,12,14,2.499999999999998,35,3.58351893845611,7.273210562670605,0.5045621590169891,2
2155,20230042,35,1958.23,0.9142857142857143,7,12,16,4.499999999999998,35,3.58351893845611,7.580306817893121,0.5045621590169891,2
2156,20237078,35,2192.08,0.6571428571428571,12,8,15,1.4999999999999971,35,3.58351893845611,7.693062227460682,0.5045621590169891,2
2157,20236177,35,1834.74,0.8285714285714286,13,9,13,-1.9522643735472624e-15,35,3.58351893845611,7.515202948952045,0.5045621590169891,2
2158,20236634,35,1018.31,0.9428571428571428,5,9,21,7.999999999999998,35,3.58351893845611,6.926881206780614,0.5045621590169891,2
2159,20234361,35,1308.81,0.8857142857142857,5,14,16,5.499999999999998,35,3.58351893845611,7.177637367508206,0.5045621590169891,2
2160,20236444,35,1530.95,0.8857142857142857,7,10,18,5.500000000000001,35,3.58351893845611,7.334296712692217,0.5045621590169891,2
2161,20237341,35,1435.99,0.6857142857142857,12,10,13,0.4999999999999967,35,3.58351893845611,7.27030592711257,0.5045621590169891,2
2162,20236886,35,1222.49,0.8,17,13,5,-6.000000000000003,35,3.58351893845611,7.109462709575929,0.5045621590169891,2
2163,20237097,35,1430.83,0.8571428571428571,16,9,10,-3.0000000000000044,35,3.58351893845611,7.266708625389598,0.5045621590169891,2
2164,20231658,35,1003.34,0.8571428571428571,9,13,13,2.0000000000000004,35,3.58351893845611,6.912085888342584,0.5045621590169891,2
2165,20235719,35,1398.92,0.8,12,9,14,0.9999999999999987,35,3.58351893845611,7.2441703711134915,0.5045621590169891,2
2166,20232208,35,1292.55,0.7714285714285715,5,17,13,3.9999999999999996,35,3.58351893845611,7.16514565569153,0.5045621590169891,2
2167,20235614,35,1307.37,0.9428571428571428,7,12,16,4.499999999999998,35,3.58351893845611,7.1765373666334,0.5045621590169891,2
2168,20234312,35,1531.76,0.7714285714285715,15,10,10,-2.5000000000000004,35,3.58351893845611,7.334825310842686,0.5045621590169891,2
2169,20232491,35,1426.91,0.7142857142857143,14,7,14,-1.1418131502293963e-15,35,3.58351893845611,7.263967115703274,0.5045621590169891,2
2170,20234810,35,2212.94,0.8857142857142857,13,5,17,1.9999999999999978,35,3.58351893845611,7.702529012630361,0.5045621590169891,2
2171,20236113,35,1481.21,0.8,12,14,9,-1.5000000000000033,35,3.58351893845611,7.301289496222337,0.5045621590169891,2
2172,20230794,35,2055.98,0.9428571428571428,17,10,8,-4.500000000000003,35,3.58351893845611,7.628994166708266,0.5045621590169891,2
2173,20231315,35,1288.14,0.45714285714285713,10,9,16,2.9999999999999996,35,3.58351893845611,7.161730608368014,0.5045621590169891,2
2174,20230840,35,1186.55,0.6571428571428571,8,14,13,2.4999999999999973,35,3.58351893845611,7.079647640285552,0.5045621590169891,2
2175,20231195,35,1934.37,0.7714285714285715,15,10,10,-2.5000000000000004,35,3.58351893845611,7.56805380165501,0.5045621590169891,2
2176,20230119,35,1641.61,0.8285714285714286,9,7,19,4.999999999999999,35,3.58351893845611,7.4040417191969725,0.5045621590169891,2
2177,20237564,35,1425.85,0.7714285714285715,12,15,8,-2.000000000000002,35,3.58351893845611,7.263224496324612,0.5045621590169891,2
2178,20235595,35,2149.99,0.7714285714285715,11,12,12,0.49999999999999817,35,3.58351893845611,7.673683480256458,0.5045621590169891,2
2179,20236155,35,1347.51,0.9142857142857143,15,14,6,-4.500000000000003,35,3.58351893845611,7.206755558199304,0.5045621590169891,2
2180,20230596,35,826.27,0.7142857142857143,10,10,15,2.4999999999999973,35,3.58351893845611,6.71813112299784,0.5045621590169891,2
2181,20231359,35,1814.05,0.6571428571428571,11,12,12,0.49999999999999817,35,3.58351893845611,7.503868294528872,0.5045621590169891,2
2182,20232295,35,2153.73,0.9142857142857143,8,19,8,-1.1994101452942945e-15,35,3.58351893845611,7.675420704665195,0.5045621590169891,2
2183,20230691,35,1719.8,0.8285714285714286,11,8,16,2.4999999999999973,35,3.58351893845611,7.45054457795352,0.5045621590169891,2
2184,20230408,35,1675.41,0.8285714285714286,19,16,0,-9.500000000000004,35,3.58351893845611,7.424409881196571,0.5045621590169891,2
2185,20231092,35,1886.53,0.8285714285714286,4,12,19,7.5,35,3.58351893845611,7.543024375036606,0.5045621590169891,2
2186,20237730,35,2025.78,0.9428571428571428,12,16,7,-2.500000000000002,35,3.58351893845611,7.614203605781211,0.5045621590169891,2
2187,20237833,35,1592.3,0.8571428571428571,10,14,11,0.49999999999999817,35,3.58351893845611,7.373562616096463,0.5045621590169891,2
2188,20237040,35,1617.12,0.7714285714285715,12,13,10,-1.0000000000000024,35,3.58351893845611,7.38902026050489,0.5045621590169891,2
2189,20236491,35,1401.47,0.7142857142857143,12,18,5,-3.5000000000000013,35,3.58351893845611,7.245990246793743,0.5045621590169891,2
2190,20237086,35,2177.05,0.7714285714285715,10,8,17,3.499999999999999,35,3.58351893845611,7.68618526007054,0.5045621590169891,2
2191,20235127,35,1411.26,0.8571428571428571,10,15,10,-2.091315820184876e-15,35,3.58351893845611,7.252946537079576,0.5045621590169891,2
2192,20234442,35,2016.11,0.8571428571428571,13,11,11,-1.0000000000000024,35,3.58351893845611,7.609421072907412,0.5045621590169891,2
2193,20232031,35,1339.19,0.8285714285714286,16,7,12,-2.000000000000002,35,3.58351893845611,7.200566673938333,0.5045621590169891,2
2194,20240220,34,1666.63,0.6176470588235294,0,13,21,10.5,30,3.5553480614894135,7.419158735770467,0.4996444668672206,2
2195,20242072,34,1479.19,0.8235294117647058,0,14,20,10.0,30,3.5553480614894135,7.29992573689674,0.4996444668672206,2
2196,20241958,34,1518.69,0.9411764705882353,3,12,19,8.000000000000002,30,3.5553480614894135,7.326261645671808,0.4996444668672206,2
2197,20241665,34,881.58,0.9705882352941176,1,16,17,7.999999999999999,30,3.5553480614894135,6.782849436256921,0.4996444668672206,2
2198,20233903,34,698.38,0.8235294117647058,2,12,20,9.0,30,3.5553480614894135,6.550194228281027,0.4996444668672206,2
2199,20241477,34,1551.25,0.5588235294117647,3,16,15,5.999999999999999,30,3.5553480614894135,7.347460770245002,0.4996444668672206,2
2200,20240511,34,1923.68,0.8235294117647058,7,14,13,2.9999999999999996,30,3.5553480614894135,7.562514999137287,0.4996444668672206,2
2201,20241018,34,1004.54,0.9411764705882353,5,14,15,5.0,30,3.5553480614894135,6.913279989624837,0.4996444668672206,2
2202,20234334,34,1207.95,0.9117647058823529,8,11,15,3.4999999999999973,30,3.5553480614894135,7.09750749326662,0.4996444668672206,2
2203,20240484,34,1039.44,0.9117647058823529,4,14,16,6.000000000000001,30,3.5553480614894135,6.947398979586689,0.4996444668672206,2
2204,20236479,34,1453.89,0.8823529411764706,8,13,13,2.499999999999999,30,3.5553480614894135,7.282685575373095,0.4996444668672206,2
2205,20234540,34,2281.55,0.38235294117647056,6,14,14,3.9999999999999996,30,3.5553480614894135,7.733048518034233,0.4996444668672206,2
2206,20235163,34,1265.74,0.8235294117647058,7,18,9,0.9999999999999973,30,3.5553480614894135,7.144201950107374,0.4996444668672206,2
2207,20233800,34,1580.31,0.8235294117647058,8,16,10,0.9999999999999981,30,3.5553480614894135,7.366008896419982,0.4996444668672206,2
2208,20234581,34,985.44,0.7058823529411765,2,11,21,9.500000000000002,30,3.5553480614894135,6.894102502528351,0.4996444668672206,2
2209,20237155,34,1442.48,0.7941176470588235,4,11,19,7.499999999999998,30,3.5553480614894135,7.274812143793982,0.4996444668672206,2
2210,20232187,34,1513.28,0.8235294117647058,5,16,13,3.9999999999999996,30,3.5553480614894135,7.32269535745282,0.4996444668672206,2
2211,20235411,34,1773.03,0.8235294117647058,8,17,9,0.499999999999999,30,3.5553480614894135,7.481009073662275,0.4996444668672206,2
2212,20232210,34,1251.95,0.6764705882352942,9,12,13,1.9999999999999978,30,3.5553480614894135,7.133256049870025,0.4996444668672206,2
2213,20235084,34,1570.37,0.6764705882352942,14,8,12,-1.0000000000000016,30,3.5553480614894135,7.359703129303276,0.4996444668672206,2
2214,20232243,34,1167.65,0.8823529411764706,7,12,15,3.9999999999999996,30,3.5553480614894135,7.063604515444977,0.4996444668672206,2
2215,20232464,34,3073.27,0.7352941176470589,9,15,10,0.49999999999999806,30,3.5553480614894135,8.03082275368318,0.4996444668672206,2
2216,20231618,34,1201.05,0.9411764705882353,2,12,20,9.0,30,3.5553480614894135,7.0917837115677775,0.4996444668672206,2
2217,20235113,34,1162.99,0.9117647058823529,17,7,10,-3.500000000000002,30,3.5553480614894135,7.059609037189188,0.4996444668672206,2
2218,20234119,34,1468.24,0.7941176470588235,16,8,10,-3.0000000000000044,30,3.5553480614894135,7.292500539275961,0.4996444668672206,2
2219,20232111,34,1828.37,0.6176470588235294,11,13,10,-0.5000000000000013,30,3.5553480614894135,7.511726924268517,0.4996444668672206,2
2220,20234603,34,1353.9,0.8529411764705882,10,13,11,0.49999999999999806,30,3.5553480614894135,7.2114829298523855,0.4996444668672206,2
2221,20231139,34,2062.09,0.5882352941176471,15,12,7,-4.000000000000002,30,3.5553480614894135,7.631960137907363,0.4996444668672206,2
2222,20237626,34,1958.74,0.9117647058823529,8,15,11,1.499999999999998,30,3.5553480614894135,7.580567090364143,0.4996444668672206,2
2223,20237505,34,1509.1,0.8529411764705882,12,14,8,-2.0000000000000013,30,3.5553480614894135,7.319931152781743,0.4996444668672206,2
2224,20237039,34,1890.61,0.7352941176470589,10,17,7,-1.5,30,3.5553480614894135,7.545183597285669,0.4996444668672206,2
2225,20231509,34,2041.99,0.8529411764705882,10,9,15,2.4999999999999996,30,3.5553480614894135,7.622169700043039,0.4996444668672206,2
2226,20237351,34,1643.46,0.7941176470588235,7,14,13,2.9999999999999996,30,3.5553480614894135,7.4051673418307065,0.4996444668672206,2
2227,20233822,34,1125.16,0.6470588235294118,9,13,12,1.4999999999999984,30,3.5553480614894135,7.02656889451971,0.4996444668672206,2
2228,20236041,34,2116.37,0.8823529411764706,12,16,6,-3.000000000000003,30,3.5553480614894135,7.65793003148927,0.4996444668672206,2
2229,20231126,34,2178.41,0.8529411764705882,13,9,12,-0.5000000000000038,30,3.5553480614894135,7.6868094769510895,0.4996444668672206,2
2230,20231427,34,1383.52,0.5588235294117647,12,12,10,-1.0000000000000016,30,3.5553480614894135,7.233108788154928,0.4996444668672206,2
2231,20232251,34,2395.73,0.8235294117647058,12,10,12,-2.525498125348198e-15,30,3.5553480614894135,7.781860587288931,0.4996444668672206,2
2232,20234360,34,1599.01,0.8235294117647058,14,10,10,-2.000000000000003,30,3.5553480614894135,7.377765158208342,0.4996444668672206,2
2233,20236421,34,1748.44,0.8823529411764706,8,16,10,0.9999999999999981,30,3.5553480614894135,7.467051015706635,0.4996444668672206,2
2234,20236192,34,893.82,0.8235294117647058,16,8,10,-3.0000000000000044,30,3.5553480614894135,6.79662258072962,0.4996444668672206,2
2235,20231396,34,1021.13,0.9117647058823529,6,17,11,2.4999999999999996,30,3.5553480614894135,6.929643964239775,0.4996444668672206,2
2236,20230023,34,1625.49,0.9117647058823529,15,6,13,-1.0000000000000024,30,3.5553480614894135,7.394179597723587,0.4996444668672206,2
2237,20230789,34,1978.67,0.9117647058823529,14,11,9,-2.5000000000000036,30,3.5553480614894135,7.590685443131482,0.4996444668672206,2
2238,20235154,34,1874.97,0.8529411764705882,9,11,14,2.4999999999999996,30,3.5553480614894135,7.5368811379670895,0.4996444668672206,2
2239,20234489,34,729.16,0.7058823529411765,7,12,15,3.9999999999999996,30,3.5553480614894135,6.593263688208622,0.4996444668672206,2
2240,20230603,34,1595.74,0.8823529411764706,10,4,20,4.999999999999997,30,3.5553480614894135,7.375719329700935,0.4996444668672206,2
2241,20231493,34,1558.9,0.7352941176470589,11,14,9,-1.0000000000000016,30,3.5553480614894135,7.352376995624823,0.4996444668672206,2
2242,20233595,34,1855.91,0.8823529411764706,13,9,12,-0.5000000000000038,30,3.5553480614894135,7.526669094911668,0.4996444668672206,2
2243,20234880,34,1017.27,0.5294117647058824,12,14,8,-2.0000000000000013,30,3.5553480614894135,6.92586038787749,0.4996444668672206,2
2244,20231539,34,1799.26,0.7058823529411765,11,8,15,1.9999999999999987,30,3.5553480614894135,7.495686377897607,0.4996444668672206,2
2245,20231843,34,837.13,0.7352941176470589,9,14,11,0.9999999999999981,30,3.5553480614894135,6.731173219715389,0.4996444668672206,2
2246,20236772,34,1324.35,0.7352941176470589,12,12,10,-1.0000000000000016,30,3.5553480614894135,7.189431854482001,0.4996444668672206,2
2247,20233518,34,1038.52,0.8823529411764706,11,13,10,-0.5000000000000013,30,3.5553480614894135,6.94651434713222,0.4996444668672206,2
2248,20234272,34,899.4,0.8823529411764706,11,10,13,0.9999999999999973,30,3.5553480614894135,6.802839109032577,0.4996444668672206,2
2249,20235473,34,1424.65,0.7058823529411765,9,18,7,-1.0000000000000024,30,3.5553480614894135,7.262383129053243,0.4996444668672206,2
2250,20233785,34,2192.27,0.7941176470588235,12,10,12,-2.525498125348198e-15,30,3.5553480614894135,7.693148859854412,0.4996444668672206,2
2251,20231890,34,1632.37,0.8235294117647058,13,6,15,0.9999999999999982,30,3.5553480614894135,7.398400644158225,0.4996444668672206,2
2252,20236223,34,1480.86,0.6470588235294118,18,7,9,-4.500000000000003,30,3.5553480614894135,7.301053334457178,0.4996444668672206,2
2253,20237325,34,925.9,0.8235294117647058,17,3,14,-1.500000000000004,30,3.5553480614894135,6.831845684881787,0.4996444668672206,2
2254,20235353,34,1775.31,0.8235294117647058,15,12,7,-4.000000000000002,30,3.5553480614894135,7.482293457869665,0.4996444668672206,2
2255,20231357,34,1254.85,0.9117647058823529,9,10,15,3.0,30,3.5553480614894135,7.135567913144609,0.4996444668672206,2
2256,20237160,34,2067.47,0.7352941176470589,19,7,8,-5.5000000000000036,30,3.5553480614894135,7.634564482533059,0.4996444668672206,2
2257,20237492,34,1379.03,0.9117647058823529,15,10,9,-3.0000000000000044,30,3.5553480614894135,7.229860517045394,0.4996444668672206,2
2258,20234390,34,1542.74,0.8823529411764706,4,10,20,8.000000000000002,30,3.5553480614894135,7.341963322622513,0.4996444668672206,2
2259,20230680,34,946.6,0.8823529411764706,1,9,24,11.500000000000002,30,3.5553480614894135,6.85393247228463,0.4996444668672206,2
2260,20230283,34,1208.34,0.9117647058823529,11,11,12,0.49999999999999806,30,3.5553480614894135,7.097830035230885,0.4996444668672206,2
2261,20232554,34,1200.94,0.7647058823529411,4,17,13,4.5,30,3.5553480614894135,7.091692197043943,0.4996444668672206,2
2262,20242314,33,1450.99,0.8181818181818182,0,2,31,15.500000000000004,30,3.5263605246161616,7.280690308308684,0.49458421323396523,2
2263,20242096,33,1290.54,0.8787878787878788,0,15,18,9.000000000000002,30,3.5263605246161616,7.163590583794569,0.49458421323396523,2
2264,20240333,33,1539.74,0.9090909090909091,0,11,22,11.000000000000002,30,3.5263605246161616,7.340018099475679,0.49458421323396523,2
2265,20235963,33,1822.7,0.8181818181818182,0,19,14,7.0,30,3.5263605246161616,7.508622683422787,0.49458421323396523,2
2266,20241316,33,1881.9,0.6666666666666666,0,11,22,11.000000000000002,30,3.5263605246161616,7.540568420502383,0.49458421323396523,2
2267,20241286,33,1720.07,0.8787878787878788,0,16,17,8.5,30,3.5263605246161616,7.4507014694111025,0.49458421323396523,2
2268,20241594,33,1391.91,0.6666666666666666,0,17,16,8.000000000000002,30,3.5263605246161616,7.2391503629344935,0.49458421323396523,2
2269,20241158,33,2045.03,0.9696969696969697,0,14,19,9.500000000000002,30,3.5263605246161616,7.623656609160673,0.49458421323396523,2
2270,20235702,33,1386.48,0.7878787878787878,1,12,20,9.5,30,3.5263605246161616,7.235244431102286,0.49458421323396523,2
2271,20241752,33,978.88,0.8484848484848485,6,10,17,5.5,30,3.5263605246161616,6.887430115187537,0.49458421323396523,2
2272,20241862,33,1571.81,0.696969696969697,1,12,20,9.5,30,3.5263605246161616,7.360619107460177,0.49458421323396523,2
2273,20241382,33,1648.72,0.8787878787878788,3,8,22,9.500000000000002,30,3.5263605246161616,7.408360855524769,0.49458421323396523,2
2274,20241243,33,1816.96,0.8484848484848485,5,11,17,5.999999999999999,30,3.5263605246161616,7.5054702722951525,0.49458421323396523,2
2275,20240920,33,1471.42,0.6060606060606061,1,18,14,6.500000000000001,30,3.5263605246161616,7.294662584678031,0.49458421323396523,2
2276,20240308,33,1274.67,0.9090909090909091,3,7,23,9.999999999999998,30,3.5263605246161616,7.151226809766983,0.49458421323396523,2
2277,20241038,33,1366.73,0.9696969696969697,2,7,24,11.0,30,3.5263605246161616,7.220907710281733,0.49458421323396523,2
2278,20234194,33,801.78,1.0,7,14,12,2.4999999999999982,30,3.5263605246161616,6.688080703806672,0.49458421323396523,2
2279,20234307,33,1226.32,0.7878787878787878,5,19,9,1.9999999999999987,30,3.5263605246161616,7.11258820940485,0.49458421323396523,2
2280,20237654,33,1057.02,0.8787878787878788,1,18,14,6.500000000000001,30,3.5263605246161616,6.9641545158312566,0.49458421323396523,2
2281,20231490,33,1710.12,0.7272727272727273,5,17,11,2.999999999999999,30,3.5263605246161616,7.444903405857203,0.49458421323396523,2
2282,20231410,33,1513.49,0.5454545454545454,7,9,17,5.0,30,3.5263605246161616,7.322834027606272,0.49458421323396523,2
2283,20235208,33,1673.26,0.9393939393939394,4,15,14,5.0,30,3.5263605246161616,7.4231265555959745,0.49458421323396523,2
2284,20236689,33,1850.2,0.9090909090909091,12,12,9,-1.5000000000000036,30,3.5263605246161616,7.5235893564394125,0.49458421323396523,2
2285,20231268,33,1026.09,0.8484848484848485,8,13,12,1.9999999999999987,30,3.5263605246161616,6.9344848399740355,0.49458421323396523,2
2286,20233047,33,621.58,0.8787878787878788,6,15,12,2.999999999999999,30,3.5263605246161616,6.4338721341378635,0.49458421323396523,2
2287,20230533,33,1438.62,0.8181818181818182,10,14,9,-0.5000000000000003,30,3.5263605246161616,7.272134468856358,0.49458421323396523,2
2288,20230521,33,1189.22,0.7575757575757576,2,12,19,8.500000000000002,30,3.5263605246161616,7.081893442968072,0.49458421323396523,2
2289,20237323,33,1463.52,0.8181818181818182,11,11,11,-1.0606750906005606e-15,30,3.5263605246161616,7.2892828227126065,0.49458421323396523,2
2290,20235932,33,1184.58,0.9090909090909091,8,10,15,3.4999999999999996,30,3.5263605246161616,7.077987385303721,0.49458421323396523,2
2291,20232489,33,1676.71,0.6666666666666666,6,17,10,1.9999999999999987,30,3.5263605246161616,7.425185047299808,0.49458421323396523,2
2292,20237203,33,2027.96,0.8181818181818182,7,10,16,4.499999999999998,30,3.5263605246161616,7.61527862548659,0.49458421323396523,2
2293,20236929,33,1007.3,0.7575757575757576,7,12,14,3.4999999999999996,30,3.5263605246161616,6.9160210233991695,0.49458421323396523,2
2294,20232436,33,1870.58,0.9393939393939394,8,5,20,5.999999999999999,30,3.5263605246161616,7.534538272890939,0.49458421323396523,2
2295,20231224,33,1422.95,0.9393939393939394,7,14,12,2.4999999999999982,30,3.5263605246161616,7.261189978995917,0.49458421323396523,2
2296,20234486,33,973.09,0.9090909090909091,9,12,12,1.4999999999999984,30,3.5263605246161616,6.881503701837756,0.49458421323396523,2
2297,20230186,33,909.36,0.7878787878787878,10,18,5,-2.5000000000000004,30,3.5263605246161616,6.813840125675712,0.49458421323396523,2
2298,20231653,33,1664.86,0.9393939393939394,10,10,13,1.499999999999998,30,3.5263605246161616,7.41809678558232,0.49458421323396523,2
2299,20234127,33,1400.07,0.8181818181818182,8,8,17,4.499999999999998,30,3.5263605246161616,7.244991509400038,0.49458421323396523,2
2300,20235878,33,766.75,0.8787878787878788,7,15,11,1.9999999999999978,30,3.5263605246161616,6.643464159320931,0.49458421323396523,2
2301,20237184,33,1581.53,0.8181818181818182,18,8,7,-5.500000000000003,30,3.5263605246161616,7.366780111184615,0.49458421323396523,2
2302,20237011,33,1395.92,0.9393939393939394,16,10,7,-4.5,30,3.5263605246161616,7.24202509204815,0.49458421323396523,2
2303,20236362,33,1779.67,0.9090909090909091,11,11,11,-1.0606750906005606e-15,30,3.5263605246161616,7.484744976958113,0.49458421323396523,2
2304,20235479,33,1116.47,0.9393939393939394,2,8,23,10.500000000000002,30,3.5263605246161616,7.018822480489789,0.49458421323396523,2
2305,20236274,33,845.68,0.6363636363636364,13,9,11,-1.0000000000000036,30,3.5263605246161616,6.74132281925197,0.49458421323396523,2
2306,20234265,33,1342.12,0.7575757575757576,13,11,9,-2.000000000000001,30,3.5263605246161616,7.202750544728143,0.49458421323396523,2
2307,20234142,33,1238.32,0.8484848484848485,16,13,4,-6.000000000000004,30,3.5263605246161616,7.12231812108311,0.49458421323396523,2
2308,20240119,33,1664.07,0.8181818181818182,12,14,7,-2.5000000000000027,30,3.5263605246161616,7.417622443572844,0.49458421323396523,2
2309,20236410,33,1594.33,0.8181818181818182,8,15,10,0.9999999999999986,30,3.5263605246161616,7.374835890370529,0.49458421323396523,2
2310,20234284,33,1397.63,0.9393939393939394,11,7,15,1.9999999999999987,30,3.5263605246161616,7.243248465061168,0.49458421323396523,2
2311,20231119,33,1195.22,0.8484848484848485,11,10,12,0.49999999999999883,30,3.5263605246161616,7.0869218640827905,0.49458421323396523,2
2312,20236575,33,2030.99,0.9393939393939394,11,10,12,0.49999999999999883,30,3.5263605246161616,7.61677088742642,0.49458421323396523,2
2313,20236290,33,1707.39,0.8787878787878788,7,14,12,2.4999999999999982,30,3.5263605246161616,7.44330668552007,0.49458421323396523,2
